"dataset","Database_ID","PermanentID","add_date","paper_id","title","year","authors","journal","doi","contact","sample_name","sample_type","manipulated","sample_description","latitude","longitude","continent","year_of_sampling"
69,"its1",16591,"GF05030084S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-3-I","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
70,"its1",9685,"GF05030083S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-2-U","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
71,"its1",38407,"GF05030082S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-2-NI","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
72,"its1",9295,"GF05030081S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-2-IF","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
73,"its1",23925,"GF05030080S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-2-I","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
74,"its1",37771,"GF05030079S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-1-U","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
75,"its1",17110,"GF05030078S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-1-NI","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
76,"its1",19501,"GF05030077S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-1-IF","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
77,"its1",17854,"GF05030076S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A3-1-I","rhizosphere soil",FALSE,"rhizosphere soil",-40.7832,-71.6066,"South America"
78,"its1",31205,"GF05030075S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-Pico","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
79,"its1",19507,"GF05030074S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-NP3","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
80,"its1",28490,"GF05030073S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-NP2","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
81,"its1",14911,"GF05030072S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-NP1","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
82,"its1",10729,"GF05030071S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-9-DN","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
83,"its1",16136,"GF05030070S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-8-DN","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
84,"its1",19496,"GF05030069S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-7-DN","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
85,"its1",9684,"GF05030068S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-6-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
86,"its1",19504,"GF05030067S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-6-NI","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
87,"its1",15537,"GF05030066S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-6-IF","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
88,"its1",19500,"GF05030065S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-6-I","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
89,"its1",9558,"GF05030064S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-5-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
90,"its1",19506,"GF05030063S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-5-NI","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
91,"its1",13853,"GF05030062S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-5-IF","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
92,"its1",38993,"GF05030061S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-5-I","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
93,"its1",19487,"GF05030060S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-4-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
94,"its1",17113,"GF05030059S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-4-NI","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
95,"its1",19494,"GF05030058S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-4-IF","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
96,"its1",12987,"GF05030057S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-4-I","rhizosphere soil",FALSE,"rhizosphere soil",-41.6765,-71.4561,"South America"
97,"its1",16317,"GF05030056S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-4-6-roots","root",FALSE,"root",-41.6765,-71.4561,"South America"
98,"its1",19502,"GF05030055S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-3-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
99,"its1",10861,"GF05030054S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-3-NI","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
100,"its1",9687,"GF05030053S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-3-IF","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
101,"its1",19489,"GF05030052S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-3-I","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
102,"its1",17793,"GF05030051S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-2-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
103,"its1",19484,"GF05030050S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-2-NI","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
104,"its1",19483,"GF05030049S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-2-IF","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
105,"its1",6005,"GF05030048S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-2-I","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
106,"its1",23975,"GF05030047S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-1-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
107,"its1",19505,"GF05030046S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-1-NI","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
108,"its1",19518,"GF05030045S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-1-IF","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
109,"its1",19488,"GF05030044S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-1-I","rhizosphere soil",FALSE,"rhizosphere soil",-41.6763,-71.4565,"South America"
110,"its1",2201,"GF05030043S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A2-1-3-roots","root",FALSE,"root",-41.6763,-71.4565,"South America"
111,"its1",24273,"GF05030042S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-roots","root",FALSE,"root",-41.1388,-71.4311,"South America"
112,"its1",11290,"GF05030041S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-Pico","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
113,"its1",19509,"GF05030040S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-6-DN","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
114,"its1",19499,"GF05030039S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-5-DN","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
115,"its1",19519,"GF05030038S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-4-DN","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
116,"its1",36004,"GF05030037S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-3-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
117,"its1",19510,"GF05030036S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-3-NI","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
118,"its1",38783,"GF05030035S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-3-IF","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
119,"its1",4757,"GF05030034S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-3-I","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
120,"its1",19514,"GF05030033S","30.10.2023","Mujic_2023_ARX","Co-invasive ectomycorrhizal fungi alter native soil fungal communities",2023,"Mujic, A.B., Policelli, N., Nuñez, M.A., Truong, C. and Smith, M.E.","Plant and Soil","10.1007/s11104-022-05820-8","amujic@mail.fresnostate.edu","A1-2-U","rhizosphere soil",FALSE,"rhizosphere soil",-41.1388,-71.4311,"South America"
